1_id	1_span	1_anno_scriptorium:func	1_anno_scriptorium:lemma	1_anno_scriptorium:new_sent	1_anno_scriptorium:norm	1_anno_scriptorium:orig	1_anno_scriptorium:pos	2_id	2_span	2_anno_scriptorium:func	2_anno_scriptorium:lang	2_anno_scriptorium:lemma	2_anno_scriptorium:new_sent	2_anno_scriptorium:norm	2_anno_scriptorium:orig	2_anno_scriptorium:pos
6104722	ⲕ	nsubj	ⲛⲧⲟⲕ	'NULL'	ⲕ	'NULL'	PPERS	6104725	ϩⲙ̅	case	'NULL'	ϩⲛ	'NULL'	ϩⲙ	'NULL'	PREP
6105013	ⲕ	nsubj	ⲛⲧⲟⲕ	'NULL'	ⲕ	'NULL'	PPERS	6105016	ϩⲛ̅	case	'NULL'	ϩⲛ	'NULL'	ϩⲛ	'NULL'	PREP
6106312	ⲕ	nsubj	ⲛⲧⲟⲕ	'NULL'	ⲕ	'NULL'	PPERS	6106315	ϩⲙ̅	case	'NULL'	ϩⲛ	'NULL'	ϩⲙ	'NULL'	PREP
6106888	ⲕ	nsubj	ⲛⲧⲟⲕ	'NULL'	ⲕ	'NULL'	PPERS	6106891	ϩⲛ̅	case	'NULL'	ϩⲛ	'NULL'	ϩⲛ	'NULL'	PREP
6108323	ⲛ̅ⲧⲟⲕ	dislocated	ⲛⲧⲟⲕ	true	ⲛⲧⲟⲕ	'NULL'	PPERI	6108330	ϩⲱⲱ	advmod	'NULL'	ϩⲱⲱ	'NULL'	ϩⲱⲱ	'NULL'	IMOD
6108470	ⲛⲉⲕ	det	ⲡⲉⲕ	'NULL'	ⲛⲉⲕ	'NULL'	PPOS	6108474	ϩⲟⲟⲩ	obl	'NULL'	ϩⲟⲟⲩ	'NULL'	ϩⲟⲟⲩ	'NULL'	N
6119528	ⲃⲱⲕ	xcomp	ⲃⲱⲕ	'NULL'	ⲃⲱⲕ	'NULL'	V	6119531	ϩⲙ̅	case	'NULL'	ϩⲛ	'NULL'	ϩⲙ	'NULL'	PREP
6125843	ⲡⲉⲕ	det	ⲡⲉⲕ	'NULL'	ⲡⲉⲕ	'NULL'	PPOS	6125847	ϩⲏⲧ	nsubj	'NULL'	ϩⲏⲧ	'NULL'	ϩⲏⲧ	'NULL'	N
6127962	ⲕ	nsubj	ⲛⲧⲟⲕ	'NULL'	ⲕ	'NULL'	PPERS	6127965	ϩⲁⲣⲉϩ	root	'NULL'	ϩⲁⲣⲉϩ	'NULL'	ϩⲁⲣⲉϩ	'NULL'	V
6131814	ⲧⲉⲕ	det	ⲡⲉⲕ	'NULL'	ⲧⲉⲕ	'NULL'	PPOS	6131817	ϩⲉ	orphan	'NULL'	ϩⲉ	'NULL'	ϩⲉ	'NULL'	N
6145252	ⲛⲁϩⲙⲉ ⲃⲱⲕ	csubj	ⲛⲁϩⲙⲉⲃⲱⲕ	'NULL'	ⲛⲁϩⲙⲉⲃⲱⲕ	'NULL'	V	6145258	ϩⲛ̄	case	'NULL'	ϩⲛ	'NULL'	ϩⲛ	'NULL'	PREP
